type,group,filename,format,duration,frame_count,frame_rate,file_size,width,height,rotation,codec
sim,sim-036,8e760777546eacee1ed3285faf7317a3.mp4,MPEG-4,222000,3330.0,15.0,17355136,1920,1080,0.0,AVC
sim,sim-037,a2e80556bbbd8a36e52435f0411316cb.wmv,Windows Media,294900,8847.0,30.0,26422006,640,480,0.0,MP43
sim,sim-037,4667da7936da18e366ab45c3b0ea41d8.wmv,Windows Media,295078,8852.0,30.0,22646142,852,480,0.0,MP43
sim,sim-038,9fbc48a107a3b6c30dffc8d14f0aafbb.mp4,MPEG-4,423021,10152.0,24.0,92035202,1280,720,0.0,AVC
sim,sim-038,f101909f26af4179907210086dfaba0d.mp4,MPEG-4,423021,10152.0,24.0,65390709,1024,576,0.0,AVC
sim,sim-039,88bbbca43dca86670e35c4f2b224999a.avi,AVI,377033,11311.0,30.0,16905854,480,720,0.0,FMP4
sim,sim-039,5fa0c073901ac8ac2d429ff4a9e257ae.avi,AVI,377033,11311.0,30.0,16333132,648,240,0.0,FMP4
sim,sim-040,d51b1d920e124a0039896c55529f77af.mkv,Matroska,279003,6631.0,24.0,143961822,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-040,6030de7eea28c1680b64b31ba3c60578.mkv,Matroska,279003,6631.0,24.0,144095439,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-041,e4bdba6ad7724c7902a01e82bd1b88ea.mkv,Matroska,357000,8472.0,24.0,40213300,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-041,db9f70752c62e96d425bd8b0bee6e1ae.mkv,Matroska,357009,8472.0,24.0,49670801,768,648,0.0,V_MPEG4/ISO/AVC
sim,sim-041,8a1bacd4f15bf3918ad047f1a826b260.mkv,Matroska,357009,8472.0,24.0,56693753,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-041,e7e67f65302a36920a399d52ee0e965c.mkv,Matroska,357000,8472.0,24.0,115117127,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-041,ba29437aa56e5bcf1aa46a4a5a99fd85.mkv,Matroska,357009,8472.0,24.0,66738358,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-042,acaf4644248c7da47d1b6ce1df75a76f.mp4,MPEG-4,528695,19033.0,36.0,19521193,800,480,0.0,AVC
sim,sim-042,d8900e669c9850f20cb6b849718551c1.mp4,MPEG-4,423024,10152.0,24.0,15418929,480,432,0.0,AVC
sim,sim-043,a08d9e67ee6f1eb3096315546fd09095.wmv,Windows Media,464966,13949.0,30.0,12260093,640,480,0.0,MP43
sim,sim-043,ad17571afe8e95cd39473e7304daeadf.wmv,Windows Media,465012,13950.0,30.0,21073272,384,528,0.0,MP43
sim,sim-043,3b50694a70930bdda3acee087c6eaa20.wmv,Windows Media,465012,13950.0,30.0,23127584,852,480,0.0,MP43
sim,sim-043,17bd6edcd0b2081f1dbe6a008090a3a7.wmv,Windows Media,465012,13950.0,30.0,21191672,640,480,0.0,MP43
sim,sim-044,b310a92d67e8bc50ee2a949c918fd77c.avi,AVI,279946,6712.0,23.976,27125450,1280,720,0.0,FMP4
sim,sim-044,0d6c00ee9e6ac575e8dc7af5971c5888.avi,AVI,279946,6712.0,23.976,30111082,1280,720,0.0,FMP4
sim,sim-044,9f35950d3d5b4448d0392fd82f61c56e.avi,AVI,279946,6712.0,23.976,51387154,1280,720,0.0,FMP4
sim,sim-044,5e0f132db397864650454382d1334aca.avi,AVI,279946,6712.0,23.976,29980814,720,1280,0.0,FMP4
sim,sim-044,bae8b650cbeca7c82c9b5ace7984047d.avi,AVI,279946,6712.0,23.976,18048014,768,576,0.0,FMP4
sim,sim-045,e223f51dcb9cce24cc606bfede4a8a44.avi,AVI,327042,7849.0,24.0,53648034,1280,720,0.0,FMP4
sim,sim-045,28c390634e1fbf94f92adfcd9a0ecb1b.avi,AVI,408917,4907.0,12.0,39602316,1280,720,0.0,FMP4
sim,sim-045,3fedf1e3177913039b6848d112e174e4.avi,AVI,327042,7849.0,24.0,53590408,1280,720,0.0,FMP4
sim,sim-045,b86b87eff2af3487a2edbc0c05ae451e.avi,AVI,327042,7849.0,24.0,54471546,1280,720,0.0,FMP4
sim,sim-046,043d2e1ad2d30e5630d94acd5fc654ec.avi,AVI,408720,13733.0,33.6,16127042,640,480,0.0,FMP4
sim,sim-046,5ed6d6d745fbee6be6d46a25d68d1f9f.avi,AVI,327042,7849.0,24.0,14140284,640,480,0.0,FMP4
sim,sim-047,6be2400048cb71fb615397bdb67f8b3c.wmv,Windows Media,468078,14042.0,30.0,23437668,960,432,0.0,MP43
sim,sim-047,2942484f85c929dec34c2a773bdd5395.wmv,Windows Media,468000,14040.0,30.0,12323689,640,480,0.0,MP43
sim,sim-047,815dadc3a4f9aa8db8f254737cb1c0d9.wmv,Windows Media,468078,14042.0,30.0,22493580,852,480,0.0,MP43
sim,sim-048,e31e1a317016744c418d36ee0f2f4a17.wmv,Windows Media,445033,13351.0,30.0,19885530,576,336,0.0,MP43
sim,sim-048,ba219894b807cbbfa397bad81d605a22.wmv,Windows Media,445033,13351.0,30.0,28192730,768,480,0.0,MP43
sim,sim-049,91538ed7e8ab13a58252f9456ce9749e.mp4,MPEG-4,365032,8760.0,24.0,17281441,480,272,0.0,AVC
sim,sim-049,5835e1e354ad69ef74ab9438e95330a8.mp4,MPEG-4,365000,8760.0,24.0,7148734,480,272,0.0,AVC
sim,sim-049,298fd778891eb8c63e29978e0349c5a7.mp4,MPEG-4,365032,8760.0,24.0,15139462,336,244,0.0,AVC
sim,sim-049,d6c473b6da8520497c1caf6e7747d436.mp4,MPEG-4,365032,8760.0,24.0,17258046,482,272,0.0,AVC
sim,sim-050,a5e6bed7ea39cd44d8e89f2e1b162cc3.mp4,MPEG-4,383750,13815.0,36.0,41041267,960,640,0.0,AVC
sim,sim-050,d430816b14894ff098d73f9d646660d3.mp4,MPEG-4,307037,9210.0,30.0,37164459,960,640,0.0,AVC
sim,sim-050,a2553687891ef93107adf41bd78babdf.mp4,MPEG-4,307037,9210.0,30.0,37170098,640,960,0.0,AVC
sim,sim-050,e41f1c263d752e8b55cb12866232ad9e.mp4,MPEG-4,307037,9210.0,30.0,27724575,864,448,0.0,AVC
sim,sim-051,98140a8256c0dce17bde95052eb72e79.mp4,MPEG-4,212067,6362.0,30.0,116353719,1920,1080,0.0,AVC
sim,sim-051,f59b62ad0b742b2c1d08a7876333ef11.mp4,MPEG-4,212067,6362.0,30.0,77517306,1080,1920,0.0,AVC
sim,sim-052,80c7c8810bafc9de6e9e844742958ebb.avi,AVI,211067,6332.0,30.0,9735026,822,176,0.0,FMP4
sim,sim-052,5614ee1d06dea9bd7577974e022ff8fb.avi,AVI,211067,6332.0,30.0,12330104,352,632,0.0,FMP4
sim,sim-052,f2c6268b1d331d604788b5291e6ecb1b.avi,AVI,211067,6332.0,30.0,12009668,632,352,0.0,FMP4
sim,sim-052,a47165539917848d0d83c5db39d1e95c.avi,AVI,211067,6332.0,30.0,12487710,632,352,0.0,FMP4
sim,sim-054,8bb60fac60daf4364c01b0ae2eca8c9a.mpg,MPEG-PS,382048,11450.0,29.97,40925184,480,720,0.0,MPEG-1V
sim,sim-054,cc2c8ffffa3927f1f6bf877f05dc2ac7.mpg,MPEG-PS,382048,11450.0,29.97,41857024,720,480,0.0,MPEG-1V
sim,sim-054,b4b4d0386cb2de11c06b274eeea856ad.mpg,MPEG-PS,382048,11450.0,29.97,34865152,576,384,0.0,MPEG-1V
sim,sim-054,b374c733bd54c9c596090c417e37f255.mpg,MPEG-PS,382048,11450.0,29.97,35696640,720,384,0.0,MPEG-1V
sim,sim-054,e6b7c34b4d687a5cda946ac9d022129b.mpg,MPEG-PS,382048,11450.0,29.97,44185600,852,480,0.0,MPEG-1V
sim,sim-054,646bd0583074a07f619d452b5db1eff0.mpg,MPEG-PS,381848,11444.0,29.97,47398912,720,480,0.0,MPEG-1V
sim,sim-055,b513e5f8aee56b775fed9bd757b9ccd1.wmv,Windows Media,424108,12711.0,29.97,44266234,1344,648,0.0,MP43
sim,sim-055,16a69111ceab094df93d62c3bacbeeb4.wmv,Windows Media,423890,12704.0,29.97,74374649,1920,1080,0.0,MP43
sim,sim-055,b63a4cfd7e74435f7474f471dc3692eb.wmv,Windows Media,424108,12711.0,29.97,84448634,1920,1080,0.0,MP43
sim,sim-055,d5379fdce72b065af9a4bbc1a1a706ba.wmv,Windows Media,424108,12711.0,29.97,29802234,1152,540,0.0,MP43
sim,sim-056,650a545929058269120a20f02dcc2c5d.avi,AVI,331040,8276.0,25.0,16118492,640,480,0.0,FMP4
sim,sim-056,72db0b39d0c2d49c614fd66a11ead405.avi,AVI,331040,8276.0,25.0,16311158,640,480,0.0,FMP4
sim,sim-056,955fb25a4f7ef33a0d2fea433cc5636a.avi,AVI,331040,8276.0,25.0,14277952,512,240,0.0,FMP4
sim,sim-056,a43bb48dbe9148f00faff70496788219.avi,AVI,413754,13447.0,32.5,17372240,640,480,0.0,FMP4
sim,sim-057,cf110a456f9ce985a94c1c4df32d4cee.wmv,Windows Media,343000,10290.0,30.0,24665500,640,480,0.0,MP43
sim,sim-057,11368994aada2b86677eb510b8cb6215.wmv,Windows Media,343050,10292.0,30.0,17321718,640,480,0.0,MP43
sim,sim-058,2072654e442087f67514cb496ba7aa7f.avi,AVI,432953,10821.0,25.0,65047126,720,1280,0.0,FMP4
sim,sim-058,d65c2bf85685cd6454b0186f5cd5661c.avi,AVI,432953,10821.0,25.0,56842526,1152,648,0.0,FMP4
sim,sim-058,6dea1ea66708f277829c7976d3f420d2.avi,AVI,432800,10820.0,25.0,56854412,1280,720,0.0,FMP4
sim,sim-058,5e5e0c37764edeccdbeb58e807d3a9f4.avi,AVI,432953,10821.0,25.0,65844166,1280,720,0.0,FMP4
sim,sim-058,4608a71e1794a43b920e26c5a30bc0e4.avi,AVI,432953,10821.0,25.0,65874904,1280,720,0.0,FMP4
sim,sim-058,d18fb0b6d3c83798fa74050ed55581d5.avi,AVI,432953,10821.0,25.0,63127318,1280,720,0.0,FMP4
sim,sim-059,977fe44b42913eae25d6443650b3d9a3.mp4,MPEG-4,363021,10890.0,30.0,19230456,640,428,0.0,AVC
sim,sim-059,d9be1bbb8092686c0deed7a9356f4d4e.mp4,MPEG-4,363000,10890.0,30.0,25444144,640,428,0.0,AVC
sim,sim-059,9969cf08f2e437c894dea9a8626900c3.mp4,MPEG-4,363000,10890.0,30.0,9369697,640,428,0.0,AVC
sim,sim-059,abed75eabf05df9137680b50943fa38d.mp4,MPEG-4,363021,10890.0,30.0,15132371,640,428,0.0,AVC
sim,sim-059,ef4fa07042f3b8e72745cc8b0b2cfc8c.mp4,MPEG-4,363021,10890.0,30.0,18891556,760,428,0.0,AVC
sim,sim-060,6f37a2c594d310f65f112023c7afdaa0.mp4,MPEG-4,260052,4988.0,19.180999999999997,37777826,1280,720,0.0,AVC
sim,sim-060,4a8deb9831dc84fb2d8d600825f54f33.mp4,MPEG-4,208042,4988.0,23.976,34748533,1280,720,0.0,AVC
sim,sim-060,c33319e1898e389f7ea5ea08fc8f4cc0.mp4,MPEG-4,208042,4988.0,23.976,34736250,1280,720,0.0,AVC
sim,sim-061,e683688ff9a92b3f5a69208339c291f8.mkv,Matroska,470001,13912.0,30.0,102839769,720,1280,0.0,V_MPEG4/ISO/AVC
sim,sim-061,bba21db98b3c972d4d958352d79fd2e5.mkv,Matroska,587524,12174.0,21.0,108179556,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-062,7694bcdb8d904618ac24e365a0d46954.mkv,Matroska,308000,9179.0,30.0,48858228,768,432,0.0,V_MPEG4/ISO/AVC
sim,sim-062,39f333af20742bd5023d993d5c67ccb2.mkv,Matroska,308000,9179.0,30.0,70321524,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-062,367878bb32f650d1ad58c53fb7fa9444.mkv,Matroska,308000,9179.0,30.0,125869335,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-062,995bc13f9ab949cb54943c0ca3ae9570.mkv,Matroska,308000,9179.0,30.0,225484769,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-062,0b1ad8185c8e9d4785571362bb03051c.mkv,Matroska,308000,9179.0,30.0,125869324,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-063,8faf144fe5edad75d119c17542a32a57.wmv,Windows Media,307900,9237.0,30.0,14777123,640,480,0.0,MP43
sim,sim-063,8922a5e0156c17212c2c216af6e1ff06.wmv,Windows Media,308024,9241.0,30.0,16415908,320,624,0.0,MP43
sim,sim-063,3645a2e967e96cdc93d0ad9053d8cc11.wmv,Windows Media,308024,9241.0,30.0,21884708,640,480,0.0,MP43
sim,sim-063,4d90ac65199a842165a4e1a7baf01fb9.wmv,Windows Media,307900,9237.0,30.0,31458884,640,480,0.0,MP43
sim,sim-063,af9ba0ca969fc63465464509d3ced5c2.wmv,Windows Media,308024,9241.0,30.0,26553420,852,480,0.0,MP43
sim,sim-063,d69692f92dfc5f198dc9ec95214a8cd6.wmv,Windows Media,308024,9241.0,30.0,21964708,640,480,0.0,MP43
sim,sim-064,a39e154031a4e18f9f8cfdda8f1bf66f.mkv,Matroska,232999,6914.0,29.97,162553202,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-064,4a4be807c3b09661e084577c12313f1e.mkv,Matroska,232999,6914.0,29.97,97120796,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-064,80309006a5fe10c03bda5cb61f3aa0d5.mkv,Matroska,232999,6914.0,29.97,77630398,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-065,0c50289dcffc5a5ff7eacd416ff35af0.wmv,Windows Media,218081,6542.0,30.0,13784880,852,480,0.0,MP43
sim,sim-065,ab457f6ae8ebd93f108c386b83342a54.wmv,Windows Media,218081,6542.0,30.0,11772168,640,480,0.0,MP43
sim,sim-065,cfd542fe9794fda89509dabc3cd8874a.wmv,Windows Media,218081,6542.0,30.0,11724168,480,640,0.0,MP43
sim,sim-065,7edbd4b35c509b3ead0c0ea92e18bf88.wmv,Windows Media,218081,6542.0,30.0,11746568,640,480,0.0,MP43
sim,sim-065,fcde36613d50a9db3560d665e2f18444.wmv,Windows Media,218081,6542.0,30.0,10296968,512,480,0.0,MP43
sim,sim-065,114bf9105df9609c18996d11c08ccf60.wmv,Windows Media,217866,6536.0,30.0,14738344,640,480,0.0,MP43
sim,sim-066,0d3c31633f6752473544bcafcfb0757d.wmv,Windows Media,530046,12721.0,24.0,28993240,640,480,0.0,MP43
sim,sim-066,9dbf30b558da7432a046690b71ef338a.wmv,Windows Media,424046,12721.0,30.0,28944604,640,480,0.0,MP43
sim,sim-066,99e116a9f9bebb644790ed5da58d2799.wmv,Windows Media,424046,12721.0,30.0,19917404,448,384,0.0,MP43
sim,sim-067,c2c5a2f910c32b5260addc531ab6ed7a.wmv,Windows Media,452835,13585.0,30.0,20714372,640,480,0.0,MP43
sim,sim-067,d27a574d00d9b57cf22eefc2aa689a85.wmv,Windows Media,452835,13585.0,30.0,20496772,640,480,0.0,MP43
sim,sim-067,c690e845de9a23bd3983e5483433010b.wmv,Windows Media,452766,13583.0,30.0,11910793,640,480,0.0,MP43
sim,sim-067,299f16c7d505c94dbc4e7c177f6da1d2.wmv,Windows Media,452766,13583.0,30.0,23955754,640,480,0.0,MP43
sim,sim-067,edd934136f88fbda85fc42e64706af97.wmv,Windows Media,452835,13585.0,30.0,20496772,480,640,0.0,MP43
sim,sim-067,f94112a94d91016c1e9d044fe6b662bf.wmv,Windows Media,452835,13585.0,30.0,20471172,640,480,0.0,MP43
sim,sim-068,c870a3e2acd2a949c9a41f62102ae4b5.wmv,Windows Media,285029,8551.0,30.0,12847770,512,336,0.0,MP43
sim,sim-068,f70311f32b33abd42c4d3f2701843d1c.wmv,Windows Media,285029,8551.0,30.0,12921370,640,480,0.0,MP43
sim,sim-068,bf48f56324155ce4b0d4c3b0ace2241f.wmv,Windows Media,285029,8551.0,30.0,12838170,640,384,0.0,MP43
sim,sim-068,3ccbba598bd6418ab0c7b1046e0d491e.wmv,Windows Media,285029,8551.0,30.0,12815770,480,640,0.0,MP43
sim,sim-068,35439e3a63e0ff7fe68bb5a728621c04.wmv,Windows Media,285029,8551.0,30.0,14671682,852,480,0.0,MP43
sim,sim-068,7f7e663d6bd27a4155f89ecaba420da9.wmv,Windows Media,285029,8551.0,30.0,12914970,640,480,0.0,MP43
sim,sim-069,9eae84f8d57c369992711b10c867cf0e.wmv,Windows Media,222109,6663.0,30.0,10165792,384,432,0.0,MP43
sim,sim-069,741723ecdf3d86499a6d6b29a329dd8e.wmv,Windows Media,221933,6658.0,30.0,9503007,640,480,0.0,MP43
sim,sim-070,384e5163bd87e0894bd5064c44bc28ed.wmv,Windows Media,210879,6326.0,30.0,9580120,640,480,0.0,MP43
sim,sim-070,360e9c8a743554f308d2d22338475fc2.wmv,Windows Media,210833,6325.0,30.0,11861502,640,480,0.0,MP43
sim,sim-070,90daa68a07425c93bf99ed88e6d67fbd.wmv,Windows Media,210879,6326.0,30.0,9599320,640,480,0.0,MP43
sim,sim-070,191dea7544ca326608e1ae4173f89c8a.wmv,Windows Media,210879,6326.0,30.0,9669720,384,384,0.0,MP43
sim,sim-070,ae68a69a6c5a5936f1e7ee3cf9ea102c.wmv,Windows Media,210879,6326.0,30.0,9599320,640,480,0.0,MP43
sim,sim-070,76437cc0d0d6869476ecadf16a0618e8.wmv,Windows Media,210879,6326.0,30.0,9599320,640,480,0.0,MP43
sim,sim-071,af4ab05fd73b8be30fea2812c62ab9de.mp4,MPEG-4,437014,13110.0,30.0,159575997,1180,864,0.0,AVC
sim,sim-071,f4b1c00a12e5bbd81e3a3949292d89c3.mp4,MPEG-4,437014,13110.0,30.0,143101789,984,720,0.0,AVC
sim,sim-071,4857710377c91fdcd233126463bb099c.mp4,MPEG-4,437014,13110.0,30.0,128796582,1280,720,0.0,AVC
sim,sim-071,aaa7a2dfa3d16ea6372acb54999a9703.mp4,MPEG-4,546356,8849.0,16.195999999999998,161055290,984,720,0.0,AVC
sim,sim-071,be2434335c6f365b9c04117f758c705d.mp4,MPEG-4,437000,13110.0,30.0,42728546,984,720,0.0,AVC
sim,sim-071,f6235c3de63cd4981c3f761f7b22436c.mp4,MPEG-4,437000,13110.0,30.0,199800650,984,720,0.0,AVC
sim,sim-072,9f58a63cc02b9e4a0fefdc0a895a4249.mp4,MPEG-4,237030,5688.0,24.0,14170859,504,624,0.0,AVC
sim,sim-072,681c3442798a02b253936fcdb4e698d4.mp4,MPEG-4,237000,5688.0,24.0,25155071,720,480,0.0,AVC
sim,sim-073,7d854492780aba7b3d7d515b44c305be.mkv,Matroska,588725,,,166262692,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-073,54ff75d3fc68d03998b31fbe0246c0eb.mkv,Matroska,471019,11112.0,24.0,139269123,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-073,ec85b4016c808a725d9677ed4e05ab43.mkv,Matroska,471019,11112.0,24.0,139728339,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-074,83a56668c11f9828fc27686bffa3f5e9.mp4,MPEG-4,335965,8079.0,24.046999999999997,28669885,640,480,0.0,AVC
sim,sim-074,aa37413dee825fe55988b0183b1ca809.mp4,MPEG-4,268800,8064.0,30.0,17877593,640,480,0.0,AVC
sim,sim-074,1fd8ee0cec62a1c9d9e6ecae98f695da.mp4,MPEG-4,268992,8064.0,30.0,20163565,640,480,0.0,AVC
sim,sim-075,83d3ccdcf744b0eafaaa9972992e2fc3.avi,AVI,163667,3928.0,24.0,15512312,1024,648,0.0,FMP4
sim,sim-075,ad7e838295f8962e63c6964c9136fdbc.avi,AVI,204519,6381.0,31.2,19810234,1280,720,0.0,FMP4
sim,sim-075,927aaf7b42c5a0391cc4c35f393f7b2a.avi,AVI,163667,3928.0,24.0,19777684,1280,720,0.0,FMP4
sim,sim-075,b896ef2ee71231b4333d2fd9e129b8b7.avi,AVI,163667,3928.0,24.0,19770182,1280,720,0.0,FMP4
sim,sim-075,756fedf2868e05f395202b485e12db3b.avi,AVI,163625,3927.0,24.0,34154510,1280,720,0.0,FMP4
sim,sim-076,c0af7ef1acdb49f26fc6cc9cf91d73f7.mkv,Matroska,480990,9235.0,19.2,55932159,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-076,9527d8adfe2aaace3a6dc7b16d616ac5.mkv,Matroska,384792,9235.0,24.0,36820290,1280,720,0.0,V_MPEG4/ISO/AVC
sim,sim-077,7798820a8ee320e2747f1133180acd32.mp4,MPEG-4,409856,12293.0,30.0,231413349,1920,1080,0.0,AVC
sim,sim-077,4ad5e3fdad4435386606ee5d61932efe.mp4,MPEG-4,409767,12293.0,30.0,206136698,1920,1080,0.0,AVC
sim,sim-077,eea895463a2039ea8ce10c9ccaa31c3f.mp4,MPEG-4,409856,12293.0,30.0,158601358,1152,864,0.0,AVC
sim,sim-077,8fcb398b8836d46468815376b85fb15c.mp4,MPEG-4,409856,12293.0,30.0,306485898,1920,1080,0.0,AVC
sim,sim-077,97766ec86919d32e3a79511b881a2cc3.mp4,MPEG-4,409856,12293.0,30.0,175138295,1536,756,0.0,AVC
sim,sim-077,7473accdf9cceea92fb7a9ea5f3ade2a.mp4,MPEG-4,409856,12293.0,30.0,304306303,1920,1080,0.0,AVC
sim,sim-078,bcb55ef6b7e4b363ff522f955f7c7bbf.mp4,MPEG-4,168410,5042.0,30.0,150878425,1920,1080,0.0,AVC
sim,sim-078,a260661fc439a0e0afabc6e56ad389f9.mp4,MPEG-4,168410,5042.0,30.0,190450526,1728,1620,0.0,AVC
sim,sim-078,c9e53cbf977705fdd65404b8ec79ef50.mp4,MPEG-4,210045,9452.0,45.0,165036288,1920,1080,0.0,AVC
sim,sim-079,99408f9693638ac0cdac9302ed2a7bce.mp4,MPEG-4,252319,7562.0,29.97,26977961,640,480,0.0,AVC
sim,sim-079,cf9c533264dd430930fdd78787c08de5.mp4,MPEG-4,252319,7562.0,29.97,27265556,640,480,0.0,AVC
sim,sim-079,e1d1e2b9c8e7fd7269d0c12c5b231a7c.mp4,MPEG-4,252319,7562.0,29.97,63633599,640,480,0.0,AVC
sim,sim-079,e3fefceb71f80896e6aea73b047e3db2.mp4,MPEG-4,252319,7562.0,29.97,27643859,576,384,0.0,AVC
sim,sim-079,822ec4898663497f79e2193f8bf3ceea.mp4,MPEG-4,252319,7562.0,29.97,26861329,576,336,0.0,AVC
sim,sim-080,4a8d681df4e804bd9739d71e3cf8f3dd.mp4,MPEG-4,373756,7145.0,19.117,313081315,1080,1920,0.0,AVC
sim,sim-080,2ef22a4a1bbfe5037b186a3b9908344e.mp4,MPEG-4,299026,7151.0,23.916999999999998,81263258,1344,540,0.0,AVC
sim,sim-081,0272ccefb019c3152c2d41930a8dd93f.mp4,MPEG-4,447000,13261.0,29.666999999999998,141645711,1280,720,0.0,AVC
sim,sim-081,4855179ef48a3ab0b427cec6e918a3cb.mp4,MPEG-4,447040,13261.0,29.666999999999998,89134835,1280,720,0.0,AVC
sim,sim-081,269ed11919b06e25b1b7891019013174.mp4,MPEG-4,558740,18219.0,32.607,106164663,1280,720,0.0,AVC
sim,sim-081,b114849ff93d31579b16c60b3fc8f9d2.mp4,MPEG-4,447040,13261.0,29.666999999999998,52412429,1280,720,0.0,AVC
sim,sim-082,ed424e12c29af24f42005350b996c746.wmv,Windows Media,327463,7859.0,24.0,15283222,640,480,0.0,MP43
sim,sim-082,aa1dbb6287261b274f14c59602b80a68.wmv,Windows Media,261933,7858.0,30.0,9672847,640,480,0.0,MP43
sim,sim-082,a714315038a5df3c9f0bb5612ab57b0a.wmv,Windows Media,261979,7859.0,30.0,11794832,320,336,0.0,MP43
sim,sim-082,0a5336c73b0948c8ebc8bc164e3a696d.wmv,Windows Media,261979,7859.0,30.0,14025232,640,480,0.0,MP43
sim,sim-082,6e637d7ecdca3be7177404b070d396cd.wmv,Windows Media,261979,7859.0,30.0,15308432,480,640,0.0,MP43
sim,sim-083,f3aa5b79badffd5f0399349db2befe69.wmv,Windows Media,271023,8131.0,30.0,13663598,852,480,0.0,MP43
sim,sim-083,9da587b10fdcf35b7e39b0983cd7dc4b.wmv,Windows Media,271023,8131.0,30.0,12370886,640,480,0.0,MP43
sim,sim-083,7b713c7d9665c3a76ce0feb4fbdc54d3.wmv,Windows Media,271023,8131.0,30.0,12386886,640,480,0.0,MP43
sim,sim-083,8ca83711c85b588c1403e68d12947b9f.wmv,Windows Media,271023,8131.0,30.0,12377286,640,480,0.0,MP43
sim,sim-084,7a5ca9709d1dc35952d11348af839012.avi,AVI,279042,6697.0,24.0,33043712,1920,864,0.0,FMP4
sim,sim-084,23d8ab24e7e614fbf1e7ee6e4ac4f8cc.avi,AVI,279042,6697.0,24.0,20640502,1280,720,0.0,FMP4
sim,sim-085,1988a5906ff7354dc0f3f79aa0051dad.avi,AVI,233042,5593.0,24.0,10168426,640,360,0.0,FMP4
sim,sim-085,b0f27cd40a5cfe12d0340febe7a61894.avi,AVI,233042,5593.0,24.0,10165952,640,360,0.0,FMP4
sim,sim-085,2c01a2ae4b65f95aaf5081cf268e7062.avi,AVI,233042,5593.0,24.0,10165958,640,360,0.0,FMP4
sim,sim-086,2a22097e796bb0440adb09958f178b3a.mkv,Matroska,301000,7104.0,24.0,8469639,480,640,0.0,V_MPEG4/ISO/AVC
sim,sim-086,4e35da502b7d4aa910acda4a68fc3d71.mkv,Matroska,301003,7104.0,24.0,9237899,432,320,0.0,V_MPEG4/ISO/AVC
sim,sim-087,035d0bc760cf2bece3eb2b642882732f.mp4,MPEG-4,264080,6602.0,25.0,23697689,480,720,0.0,AVC
sim,sim-087,8842194d8d016b0d147989d71b03c22d.mp4,MPEG-4,264080,6602.0,25.0,24130581,852,480,0.0,AVC
sim,sim-087,81ce092599e84c74811eea6530e938ac.mp4,MPEG-4,264080,6602.0,25.0,12385569,576,240,0.0,AVC
sim,sim-087,c32a56ca86c3b1ecac34130839eb6523.mp4,MPEG-4,264080,6602.0,25.0,23827157,720,480,0.0,AVC
sim,sim-087,8f9958400d2cb38b043bafad9001950d.mp4,MPEG-4,264080,6602.0,25.0,32880721,720,480,0.0,AVC
sim,sim-088,14331b1bda17dfc9748d45e3b449cda6.wmv,Windows Media,383000,11490.0,30.0,17280358,640,480,0.0,MP43
sim,sim-088,33bf1ce2bc17769c9b93ff4e21687deb.wmv,Windows Media,383000,11490.0,30.0,17293158,704,336,0.0,MP43
sim,sim-088,5981920e2a32a816e8204981e8dca77c.wmv,Windows Media,478646,14359.0,30.0,19754528,640,480,0.0,MP43
sim,sim-089,7b2eafd1b7600d963a5d928f04f1db58.avi,AVI,442042,10609.0,24.0,33491558,1280,720,0.0,FMP4
sim,sim-089,94cd037190953a5319bfb2dc20a7895b.avi,AVI,442042,10609.0,24.0,31575018,1280,720,0.0,FMP4
sim,sim-089,1318c8374043a5f2b97195e1f1c5f842.avi,AVI,442000,10608.0,24.0,25378668,1280,720,0.0,FMP4
sim,sim-089,3db4bd7bff3f7f4b335b371e32ec7052.avi,AVI,442042,10609.0,24.0,31177216,1920,432,0.0,FMP4
sim,sim-089,29cbbbac58178bf185447b7b2a827ea3.avi,AVI,442042,10609.0,24.0,24494700,896,648,0.0,FMP4
sim,sim-090,7ad53395cea72187c36040e2f7fc6c04.mkv,Matroska,227003,5256.0,24.0,7453880,480,640,0.0,V_MPEG4/ISO/AVC
sim,sim-090,356d57e5ab81d299cbf7dfae14c90656.mkv,Matroska,227003,5256.0,24.0,8897186,432,448,0.0,V_MPEG4/ISO/AVC
sim,sim-091,757c9fe101557b5ee6388b757396fd50.mp4,MPEG-4,307014,9198.0,29.97,69753047,1664,1080,0.0,AVC
